timestamp,product_name,expiry_date,quantity,unit_price,channel,payment_method
2023-04-27T23:17:03Z,Fish - Bones,2023-05-26,13,249.35,Store,Cash
2023-04-07T11:25:12Z,Cranberries - Dry,2023-05-23,4,79.07,Store,Cash
2023-05-08T22:54:33Z,Towel Multifold,2023-06-10,11,12.35,Store,Cash
2023-04-02T06:02:36Z,Mushroom - Enoki Fresh,2023-05-27,7,205.07,App,Visa
2023-03-15T20:45:52Z,Aspic - Light,2023-06-10,15,124.66,Store,Visa
2023-04-26T15:59:17Z,Split Peas - Yellow Dry,2023-06-24,15,165.33,Store,Cash
2023-05-11T12:47:14Z,Chocolate - Milk Coating,2023-06-26,5,215.53,Store,Cash
2023-04-23T19:50:13Z,Ice Cream Bar - Drumstick,2023-06-28,12,51.42,Store,Visa
2023-04-18T18:27:10Z,Chocolate - Liqueur Cups With Foil,2023-07-11,12,122.24,App,Visa
2023-03-25T21:53:59Z,Pastry - Carrot Muffin - Mini,2023-04-21,8,129.42,App,Visa
2023-04-11T16:58:14Z,Puree - Guava,2023-05-02,7,150.83,Store,Cash
2023-05-08T02:28:40Z,Tarts Assorted,2023-06-06,8,144.34,App,Visa
2023-04-11T22:17:46Z,Lettuce - Boston Bib - Organic,2023-07-05,13,43.56,App,Visa
2023-04-13T15:05:00Z,Longos - Chicken Caeser Salad,2023-06-01,8,140.43,Store,Cash
2023-03-22T13:17:14Z,Flour - Semolina,2023-05-15,7,220.88,App,Visa
2023-03-21T15:28:53Z,Mace Ground,2023-03-23,16,14.33,App,Visa
2023-04-23T19:36:16Z,Sauce - Alfredo,2023-06-14,7,43.47,App,Visa
2023-04-26T10:25:36Z,Vegetable - Base,2023-07-02,8,40.37,App,Visa
2023-04-16T02:55:09Z,Cheese - Brie Cups 125g,2023-07-08,12,188.77,App,Visa
2023-04-06T10:23:12Z,Muffin - Blueberry Individual,2023-06-12,12,213.32,Store,Visa
2023-05-11T01:06:48Z,Veal - Insides Grains,2023-06-12,17,64.99,Store,Visa
2023-03-26T02:11:18Z,Lighter - Bbq,2023-06-14,3,202.35,Store,Cash
2023-03-21T19:12:43Z,Juice - Orange Concentrate,2023-03-28,8,159.66,Store,Visa
2023-04-03T00:36:11Z,Papayas,2023-04-10,11,209.34,Store,Cash
2023-04-07T01:40:18Z,Mussels - Cultivated,2023-06-29,5,123.51,App,Visa
2023-05-04T02:56:25Z,Vinegar - Balsamic White,2023-05-16,17,147.55,Store,Cash
2023-03-13T21:58:11Z,Soup - Campbells Cream Of,2023-04-20,3,17.05,App,Visa
2023-03-18T15:58:01Z,Celery,2023-04-12,4,168.52,App,Visa
2023-04-25T02:35:12Z,Mikes Hard Lemonade,2023-05-18,3,233.77,App,Visa
2023-04-17T23:05:14Z,Quinoa,2023-04-24,2,219.08,App,Visa
2023-03-21T23:39:42Z,Loquat,2023-04-07,1,249.91,App,Visa
2023-05-08T17:50:49Z,Sprouts - Alfalfa,2023-06-23,11,76.33,Store,Visa
2023-04-06T16:12:43Z,Rice - Long Grain,2023-06-16,17,186.36,Store,Visa
2023-03-18T19:10:34Z,Bread - Italian Roll With Herbs,2023-05-23,12,130.76,Store,Visa
2023-04-23T08:45:52Z,Ginger - Pickled,2023-05-05,4,14.2,Store,Visa
2023-03-30T12:20:08Z,Wine - Baron De Rothschild,2023-06-25,10,62.87,Store,Cash
2023-03-13T11:23:35Z,Wine - Alicanca Vinho Verde,2023-05-03,1,239.31,App,Visa
2023-04-19T12:09:52Z,Jam - Marmalade Orange,2023-06-20,8,80.18,App,Visa
2023-04-29T02:21:45Z,Lid Tray - 12in Dome,2023-07-04,14,127.32,App,Visa
2023-04-20T16:08:59Z,Horseradish - Prepared,2023-06-02,9,26.57,App,Visa
2023-03-19T19:41:08Z,Soup - Cream Of Potato / Leek,2023-03-22,13,215.69,Store,Visa
2023-03-28T16:57:03Z,Sobe - Green Tea,2023-06-15,11,120.44,App,Visa
2023-03-23T08:47:35Z,Sugar - Brown,2023-04-27,2,44.12,Store,Cash
2023-05-05T16:37:33Z,Soup - Knorr Chicken Gumbo,2023-06-30,9,243.98,Store,Cash
2023-04-24T01:53:34Z,Scallops - 10/20,2023-04-30,1,122.24,App,Visa
2023-05-06T18:05:45Z,Dill Weed - Fresh,2023-06-04,10,141.04,App,Visa
2023-03-19T13:18:21Z,Russian Prince,2023-06-15,13,133.55,App,Visa
2023-04-27T02:27:33Z,Melon - Watermelon Yellow,2023-05-15,3,16.07,Store,Cash
2023-03-20T05:23:01Z,Veal - Provimi Inside,2023-04-25,10,120.66,Store,Cash
2023-04-22T04:08:04Z,Salt And Pepper Mix - Black,2023-06-25,10,119.3,Store,Cash
2023-03-17T21:43:05Z,Salt - Kosher,2023-06-06,1,244.1,App,Visa
2023-03-22T23:55:48Z,Mix - Cocktail Ice Cream,2023-05-26,12,26.19,Store,Visa
2023-05-05T22:07:48Z,Pasta - Linguini Dry,2023-07-30,16,91.97,App,Visa
2023-03-27T17:37:38Z,Wine - Malbec Trapiche Reserve,2023-04-14,11,79.66,Store,Cash
2023-04-06T08:06:17Z,Table Cloth 81x81 White,2023-05-29,1,124.98,Store,Cash
2023-04-23T05:34:17Z,Amaretto,2023-07-17,8,138.01,App,Visa
2023-04-05T23:29:34Z,Sugar - Individual Portions,2023-05-25,15,210.1,App,Visa
2023-03-22T02:01:42Z,Wine - Black Tower Qr,2023-06-05,17,95.52,Store,Cash
2023-04-26T20:17:15Z,Wine - Clavet Saint Emilion,2023-05-16,13,67.31,Store,Cash
2023-05-02T17:21:09Z,English Muffin,2023-06-02,3,13.14,Store,Visa
2023-03-14T16:48:06Z,Isomalt,2023-03-31,8,59.41,Store,Visa
2023-04-14T13:11:25Z,Beer - Alexander Kieths Pale Ale,2023-05-21,2,22.42,Store,Cash
2023-04-06T22:56:58Z,Shichimi Togarashi Peppeers,2023-05-08,16,15.79,App,Visa
2023-03-15T05:50:31Z,Wine - Sake,2023-04-11,17,208.87,Store,Cash
2023-04-17T02:13:40Z,Truffle Shells - White Chocolate,2023-06-01,15,131.89,App,Visa
2023-04-30T11:41:02Z,Apple - Royal Gala,2023-06-01,14,129.94,Store,Visa
2023-04-26T12:43:53Z,Water - Mineral Carbonated,2023-06-18,7,22.79,Store,Visa
2023-03-18T21:12:11Z,Quail - Whole Boneless,2023-05-23,1,3.4,App,Visa
2023-04-24T20:37:51Z,Vinegar - Tarragon,2023-07-22,10,229.1,Store,Cash
2023-04-25T11:57:25Z,Rappini - Andy Boy,2023-06-08,16,195.01,App,Visa
2023-05-12T14:22:40Z,Beer - True North Lager,2023-05-26,1,63.83,Store,Visa
2023-04-15T11:06:58Z,Pork - Tenderloin Frozen,2023-05-01,1,73.59,App,Visa
2023-04-23T18:23:46Z,Macaroons - Homestyle Two Bit,2023-04-29,17,125.91,Store,Visa
2023-03-24T20:39:55Z,Cream - 10%,2023-04-06,4,69.61,App,Visa
2023-04-12T12:09:36Z,Crab - Claws Snow 16 - 24,2023-05-18,2,35.31,App,Visa
2023-04-06T12:34:11Z,Cheese - Cheddar Medium,2023-04-19,17,180.3,Store,Cash
2023-03-30T04:43:39Z,Temperature Recording Station,2023-06-10,15,137.9,Store,Visa
2023-05-02T18:17:33Z,Pasta - Fusili Dry,2023-07-28,14,114.41,App,Visa
2023-05-07T16:20:58Z,Appetizer - Crab And Brie,2023-08-05,8,54.58,Store,Cash
2023-03-25T13:04:23Z,Veal - Knuckle,2023-04-03,2,32.11,Store,Visa
2023-04-16T09:56:15Z,Ice Cream - Chocolate,2023-04-17,13,179.99,App,Visa
2023-03-26T19:34:16Z,Flour Pastry Super Fine,2023-04-30,7,55.15,App,Visa
2023-04-18T05:19:07Z,Onions - Pearl,2023-06-24,12,202.72,Store,Cash
2023-05-11T09:49:08Z,Bread - Rosemary Focaccia,2023-05-15,5,131.37,Store,Cash
2023-04-03T10:17:53Z,Worcestershire Sauce,2023-05-14,4,222.03,Store,Cash
2023-04-08T04:31:01Z,Celery Root,2023-07-05,13,54.82,Store,Visa
2023-04-23T00:01:44Z,Scallops - Live In Shell,2023-04-29,8,138.99,Store,Cash
2023-04-12T06:24:37Z,Cabbage - Nappa,2023-06-12,3,164.73,Store,Visa
2023-03-28T15:08:15Z,Cheese - Cheddar Mild,2023-06-06,3,49.83,Store,Visa
2023-04-10T21:54:53Z,Wine - Chardonnay South,2023-04-16,2,115.43,Store,Cash
2023-04-22T22:09:44Z,Wine - Periguita Fonseca,2023-06-22,13,71.79,App,Visa
2023-04-21T14:04:57Z,Wine - Pinot Noir Mondavi Coastal,2023-04-23,15,96.52,Store,Visa
2023-05-12T11:46:23Z,Bread - Granary Small Pull,2023-08-07,16,119.31,App,Visa
2023-04-22T01:54:01Z,Spice - Chili Powder Mexican,2023-04-24,10,36.79,Store,Visa
2023-05-09T15:31:53Z,Crackers - Water,2023-06-16,13,152.51,Store,Cash
2023-03-25T17:38:30Z,Dawn Professionl Pot And Pan,2023-06-21,13,13.15,Store,Visa
2023-04-02T14:03:26Z,Bread Ww Cluster,2023-04-15,1,158.53,Store,Cash
2023-03-24T23:53:37Z,Bread - Pumpernickel,2023-05-07,2,152.35,App,Visa
2023-04-10T14:32:30Z,Tandoori Curry Paste,2023-07-09,4,189.24,App,Visa
2023-04-20T08:10:43Z,Bay Leaf Ground,2023-07-08,7,39.62,Store,Visa
2023-04-06T12:58:47Z,Tart Shells - Savory 3,2023-05-31,6,37.27,Store,Visa
2023-04-13T02:41:09Z,Saskatoon Berries - Frozen,2023-05-03,7,241.24,Store,Visa
2023-04-26T19:18:35Z,Shrimp - 16/20 Iqf Shell On,2023-06-19,14,100.26,App,Visa
2023-05-01T22:41:08Z,Ecolab - Solid Fusion,2023-05-27,10,28.24,Store,Cash
2023-03-18T20:31:13Z,Soup - Knorr Veg / Beef,2023-05-06,2,229.49,Store,Visa
2023-04-18T01:48:19Z,Calvados - Boulard,2023-04-23,3,243.36,Store,Cash
2023-04-23T11:30:46Z,Bread - Petit Baguette,2023-06-18,15,141.69,App,Visa
2023-03-19T04:03:21Z,Garlic Powder,2023-04-10,4,219.99,App,Visa
2023-05-11T10:58:57Z,Yukon Jack,2023-08-09,10,86.87,App,Visa
2023-04-10T13:02:33Z,Soup - Cream Of Potato / Leek,2023-04-23,2,20.26,Store,Visa
2023-03-28T01:46:19Z,Lentils - Red Dry,2023-06-25,5,187.37,Store,Cash
2023-04-01T07:31:29Z,Garlic - Elephant,2023-06-06,13,35.53,App,Visa
2023-04-18T13:48:29Z,Lamb - Loin Trimmed Boneless,2023-07-08,2,2.11,Store,Cash
2023-03-28T16:00:51Z,Gatorade - Orange,2023-05-20,7,232.71,App,Visa
2023-03-21T10:02:43Z,Juice - Apple 1.36l,2023-03-30,17,115.26,Store,Visa
2023-04-22T02:38:45Z,Chick Peas - Canned,2023-06-28,8,98.1,Store,Cash
2023-03-25T13:38:17Z,Figs,2023-05-11,17,111.74,Store,Cash
2023-03-16T08:55:52Z,Danishes - Mini Raspberry,2023-05-13,7,87.9,Store,Visa
2023-04-19T10:40:23Z,Muffin - Banana Nut Individual,2023-07-13,2,68,Store,Visa
2023-03-20T10:12:25Z,Beets - Candy Cane Organic,2023-05-10,14,91.41,App,Visa
2023-05-09T07:27:18Z,Venison - Denver Leg Boneless,2023-07-22,6,68.14,App,Visa
2023-04-11T15:59:20Z,Salt And Pepper Mix - Black,2023-06-08,15,66.52,App,Visa
2023-04-06T13:35:13Z,Bread - Pumpernickel,2023-04-24,11,244.74,Store,Visa
2023-05-04T09:14:44Z,Sausage - Blood Pudding,2023-06-14,14,171.9,Store,Cash
2023-04-25T19:12:45Z,Ginger - Pickled,2023-07-20,17,16.3,App,Visa
2023-03-17T20:42:28Z,Tequila - Sauza Silver,2023-03-18,10,82.4,Store,Cash
2023-04-12T22:06:21Z,Bread - Roll Italian,2023-04-20,15,104.7,Store,Cash
2023-05-08T16:33:19Z,Rice - Jasmine Sented,2023-05-30,1,176.25,Store,Visa
2023-05-07T06:04:39Z,Jam - Apricot,2023-06-10,3,214.84,App,Visa
2023-04-27T06:51:32Z,V8 Splash Strawberry Kiwi,2023-06-19,3,21.49,Store,Visa
2023-04-06T23:21:00Z,Wonton Wrappers,2023-05-22,10,73.4,App,Visa
2023-05-08T10:08:34Z,Pea - Snow,2023-07-12,8,66.09,App,Visa
2023-04-20T11:01:47Z,Lemonade - Strawberry 591 Ml,2023-05-07,5,150.37,Store,Cash
2023-04-04T06:50:33Z,Ham Black Forest,2023-04-26,4,217.65,Store,Visa
2023-04-24T02:29:04Z,Squid U5 - Thailand,2023-05-05,3,221.43,App,Visa
2023-05-04T23:43:56Z,Cookie Trail Mix,2023-07-08,6,159.75,Store,Cash
2023-04-19T13:09:38Z,Champagne - Brights Dry,2023-05-14,12,80.1,App,Visa
2023-05-01T04:28:54Z,Sole - Iqf,2023-06-08,16,29.12,App,Visa
2023-05-04T23:42:29Z,The Pop Shoppe - Cream Soda,2023-07-17,7,19.68,Store,Cash
2023-03-31T16:56:37Z,Phyllo Dough,2023-06-26,9,46.66,Store,Visa
2023-03-21T18:54:46Z,Boogies,2023-05-29,14,51.15,App,Visa
2023-03-30T16:34:42Z,Bread - English Muffin,2023-06-02,3,211.14,App,Visa
2023-05-07T15:40:05Z,Kellogs All Bran Bars,2023-07-03,2,175.27,Store,Cash
2023-03-21T23:31:01Z,Table Cloth 54x72 Colour,2023-03-23,11,114.71,App,Visa
2023-03-19T14:47:46Z,Shiro Miso,2023-05-25,17,20.93,Store,Cash
2023-04-16T18:05:37Z,Table Cloth 72x144 White,2023-06-06,4,87.33,Store,Visa
2023-04-22T09:24:38Z,Table Cloth 81x81 White,2023-05-09,2,35.65,Store,Cash
2023-04-28T17:42:02Z,Muffin - Mix - Mango Sour Cherry,2023-06-06,1,45,Store,Cash
2023-04-22T05:42:50Z,Wine - Sogrape Mateus Rose,2023-05-12,12,9.55,App,Visa
2023-03-23T09:43:30Z,Sauce - Soya Dark,2023-06-08,9,92.31,Store,Cash
2023-05-08T07:50:51Z,Beans - Black Bean Preserved,2023-05-20,14,210.78,Store,Cash
2023-04-16T01:09:06Z,Beef - Kobe Striploin,2023-05-23,1,179.2,App,Visa
2023-03-27T10:31:28Z,Shrimp - Baby Warm Water,2023-05-19,1,82.18,App,Visa
2023-03-21T07:15:35Z,Swordfish Loin Portions,2023-05-04,2,126.41,Store,Visa
2023-05-11T02:11:21Z,Appetizer - Southwestern,2023-07-01,9,125.46,Store,Visa
2023-05-10T22:04:43Z,Halibut - Fletches,2023-08-05,13,127.55,Store,Cash
2023-03-26T19:48:01Z,Ecolab Digiclean Mild Fm,2023-04-02,9,33.36,Store,Cash
2023-05-02T18:03:24Z,External Supplier,2023-07-11,17,190.78,Store,Cash
2023-03-13T02:57:00Z,V8 - Tropical Blend,2023-05-28,5,246.56,Store,Visa
2023-04-05T03:25:21Z,Mushroom - Morel Frozen,2023-04-20,6,208.07,Store,Visa
2023-04-25T09:57:28Z,Nestea - Iced Tea,2023-07-06,5,152.41,Store,Visa
2023-04-21T17:21:32Z,Coffee Swiss Choc Almond,2023-05-30,14,73.19,App,Visa
2023-03-22T11:18:37Z,Pur Value,2023-05-29,6,131.18,App,Visa
2023-03-21T09:49:49Z,Wine - White Pelee Island,2023-06-13,10,80.01,App,Visa
2023-03-24T09:31:55Z,Sage - Rubbed,2023-05-09,16,112.02,Store,Cash
2023-03-25T01:15:41Z,Wine - Mas Chicet Rose Vintage,2023-03-29,3,3.84,App,Visa
2023-04-15T23:49:14Z,Lotus Rootlets - Canned,2023-06-11,7,75.63,App,Visa
2023-04-30T15:11:59Z,Vinegar - Champagne,2023-06-02,2,169.54,App,Visa
2023-04-11T18:08:06Z,Jam - Marmalade Orange,2023-05-02,17,118.9,Store,Visa
2023-03-28T13:30:27Z,Water - Tonic,2023-05-27,3,102.4,Store,Cash
2023-03-15T14:38:59Z,Evaporated Milk - Skim,2023-05-28,2,85.62,App,Visa
2023-04-07T23:20:53Z,Mushroom - Lg - Cello,2023-04-27,7,166.04,Store,Visa
2023-04-18T23:08:34Z,Cake Circle Paprus,2023-06-02,2,18.32,App,Visa
